Name,Class,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20
potato037.png,p,0.1209814,0.2364637,0.3079527,0.3464468,0.1539764,0.3794417,0.1979696,0.04399325,0.4014384,0.1209814,0.0989848,0.2199662,0.09348565,0.1209814,0.1099831,0.2914552,0.2089679,0.2199662,0.2144671,0.1154823
potato038.png,p,0.05384368,0.338446,0.2179387,0.4051096,0.1076874,0.2717824,0.2128107,0.09743141,0.169223,0.3153701,0.3128061,0.2384506,0.1256353,0.1410192,0.2205027,0.2871663,0.1974268,0.1487111,0.09486743,0.1051234
potato039.png,p,0.0881514,0.1360598,0.3698526,0.1418088,0.2299602,0.1552231,0.3583546,0.1168964,0.1782191,0.3046972,0.3276933,0.2529562,0.0939004,0.2433745,0.3315259,0.09773308,0.1437251,0.06132272,0.2491235,0.1667211
potato040.png,p,0.177442,0.2524042,0.3776574,0.2248864,0.1641576,0.1812376,0.4156129,0.1726976,0.2239376,0.2884619,0.1575154,0.1736465,0.110071,0.1764932,0.2514553,0.1309465,0.177442,0.08445103,0.3017464,0.08729769
potato041.png,p,0.009757607,0.03415162,0.3512738,0.02927282,0.08293965,0.1853945,0.5317895,0.2390614,0.07318205,0.3512738,0.05854564,0.1463641,0.05366684,0.346395,0.1366065,0.01951521,0.07318205,0.009757607,0.4098195,0.1561217
potato042.png,p,0.1416762,0.18595,0.2479333,0.1948047,0.06198332,0.1770952,0.07083808,0.09740236,0.5312856,0.0442738,0.2744976,0.5135761,0.06198332,0.1239666,0.1770952,0.0885476,0.1062571,0.3010618,0.03541904,0.1062571
potato043.png,p,0.132228,0.2167673,0.1647431,0.2037612,0.07370088,0.1994259,0.1300604,0.07803623,0.1799168,0.1018806,0.1105513,0.2406117,0.2817975,0.2102643,0.05852717,0.1213897,0.1950906,0.68932,0.0802039,0.1560725
potato044.png,p,0.1254726,0.4407629,0.1126037,0.286335,0.1994693,0.273466,0.02895523,0.1222554,0.2219901,0.07399669,0.1833831,0.2702488,0.2638143,0.2219901,0.07077944,0.2445108,0.1769486,0.4150249,0.08364844,0.09651742
potato045.png,p,0.2243958,0.2043279,0.2608829,0.2189227,0.266356,0.3119648,0.2809508,0.2535855,0.1185831,0.2809508,0.2371663,0.1696651,0.107637,0.2426393,0.2572342,0.2061522,0.1769625,0.09121779,0.2645316,0.1167588
potato046.png,p,0.1014511,0.5283112,0.3426366,0.290954,0.1129361,0.2488422,0.1818462,0.07082433,0.223958,0.1397345,0.2277863,0.2277863,0.0861377,0.1703612,0.1914171,0.1895029,0.2392714,0.1550478,0.133992,0.1186786
potato047.png,p,0.10693,0.2049491,0.3074236,0.2227708,0.2227708,0.2405924,0.3564332,0.2539586,0.2272262,0.236137,0.1514841,0.2316816,0.1247516,0.2673249,0.2049491,0.1559395,0.236137,0.06683122,0.2450478,0.2138599
potato048.png,p,0.1176844,0.4912044,0.2276937,0.2276937,0.1330345,0.2430438,0.2302521,0.1355929,0.09721754,0.3070028,0.2609523,0.1790849,0.1662932,0.115126,0.2507189,0.2967693,0.1202427,0.1739682,0.18676,0.1330345
potato049.png,p,0.1919539,0.1519635,0.2879309,0.2759338,0.1719587,0.1759578,0.2279453,0.2439415,0.2399424,0.1519635,0.2519396,0.1119731,0.2279453,0.1719587,0.3239223,0.2639367,0.195953,0.2119491,0.2639367,0.2079501
potato050.png,p,0.1750455,0.2115707,0.2460285,0.2591225,0.1157781,0.2101924,0.2108816,0.1598841,0.2460285,0.1647082,0.2095033,0.1846937,0.2301779,0.1274938,0.1936527,0.381103,0.288067,0.3025393,0.1502359,0.2336237
potato051.png,p,0.1295989,0.139568,0.1096606,0.209352,0.2193211,0.2292903,0.07975315,0.02990743,0.279136,0.01993829,0.2292903,0.09969143,0.3887966,0.08972229,0.08972229,0.05981486,0.3987657,0.5383337,0.05981486,0.1894137
potato052.png,p,0.06510739,0.3296062,0.1098687,0.2482219,0.08545346,0.1057995,0.1586993,0.06917661,0.3092601,0.04883055,0.1668377,0.5981742,0.06103818,0.3580907,0.1017303,0.08138424,0.2563604,0.2441527,0.05289976,0.06510739
potato053.png,p,0.1261798,0.1520119,0.4133135,0.1917536,0.1182315,0.1679086,0.3199206,0.1579732,0.1977149,0.3328366,0.1957278,0.1967213,0.1420765,0.2165922,0.271237,0.247392,0.2146051,0.09140588,0.2573274,0.1857924
potato054.png,p,0.2017092,0.1181731,0.3066388,0.2108778,0.2424586,0.2811705,0.3035826,0.2587583,0.07742375,0.3433132,0.1100232,0.1752222,0.1538288,0.2516272,0.2363462,0.2577396,0.137529,0.05093668,0.2984889,0.15281
potato055.png,p,0.08606697,0.3249467,0.2406362,0.198481,0.2125327,0.2353668,0.2582009,0.1896986,0.1229528,0.3495373,0.2125327,0.1668645,0.1633516,0.2740091,0.2669832,0.2142892,0.1668645,0.1176834,0.2652268,0.2125327
sgbeet001.png,s,0.1322101,0.4886322,0.217397,0.2460198,0.1669664,0.286228,0.1812778,0.0879129,0.1301656,0.2003596,0.2378419,0.1955892,0.2446568,0.149929,0.1860482,0.2603312,0.1356176,0.2705536,0.2092191,0.1165357
sgbeet002.png,s,0.1670688,0.1493494,0.2607286,0.1999763,0.2506032,0.2911047,0.3923585,0.2632599,0.1341613,0.278448,0.07594036,0.1442867,0.2151644,0.2531345,0.1949136,0.1898509,0.1847882,0.1366926,0.2151644,0.2556659
sgbeet003.png,s,0.06631465,0.1585785,0.1499288,0.2364261,0.164345,0.3315732,0.2075937,0.164345,0.1499288,0.2883245,0.04901517,0.1326293,0.3604057,0.2710251,0.2047104,0.3661722,0.1239796,0.2277764,0.1816445,0.2825581
sgbeet004.png,s,0.1126578,0.2225678,0.1373875,0.1566218,0.2692795,0.340721,0.09891901,0.1950903,0.06594601,0.1291443,0.395676,0.2363065,0.3434688,0.3709463,0.1895948,0.1346398,0.1236488,0.230811,0.1895948,0.1016668
sgbeet005.png,s,0.2563026,0.291184,0.236587,0.2320372,0.1880563,0.3715629,0.2396201,0.1971558,0.1182935,0.236587,0.09402816,0.1319427,0.1880563,0.2381036,0.2032221,0.3215156,0.1425588,0.1304262,0.254786,0.1865397
sgbeet006.png,s,0.1049291,0.0797461,0.3567589,0.09653475,0.2728156,0.1762809,0.2140553,0.1888723,0.07554894,0.2728156,0.1427035,0.2602241,0.2098582,0.2770128,0.2770128,0.1510979,0.0797461,0.1217177,0.4448993,0.2266468
sgbeet007.png,s,0.1223922,0.1555402,0.4079742,0.1772138,0.1274919,0.1249421,0.4143488,0.2231109,0.1287668,0.3212796,0.1619148,0.2090868,0.09179419,0.284307,0.2932314,0.1096431,0.1593649,0.0395225,0.299606,0.126217
sgbeet008.png,s,0.2915055,0.2066644,0.2262431,0.3089089,0.1718577,0.3241368,0.2545235,0.2392956,0.1283495,0.2828039,0.1087707,0.07831492,0.1174724,0.2479973,0.2523481,0.3350138,0.1588053,0.1109461,0.2066644,0.152279
sgbeet009.png,s,0.1193739,0.0924185,0.4081817,0.1617324,0.0269554,0.0654631,0.5121526,0.2040909,0.0924185,0.3427186,0.07701541,0.2888078,0.08856773,0.3042109,0.1732847,0.1886878,0.0924185,0.05006002,0.2657032,0.1116724
sgbeet010.png,s,0.1402768,0.1808387,0.3025246,0.248442,0.2230908,0.2670329,0.351537,0.1521074,0.1149256,0.2467519,0.1284462,0.1791487,0.1875991,0.3278759,0.1909792,0.2771734,0.1943594,0.05239253,0.2754833,0.1774586
sgbeet011.png,s,0.2097692,0.2563846,0.3107693,0.1825769,0.1942308,0.202,0.1592692,0.1359615,0.2330769,0.1476154,0.1670385,0.2952308,0.2291923,0.1476154,0.1670385,0.1359615,0.1553846,0.5050001,0.1825769,0.1165385
sgbeet012.png,s,0.126491,0.1127147,0.3982587,0.2129056,0.1515387,0.1377624,0.3281251,0.1327529,0.1064528,0.3281251,0.1052004,0.1490339,0.142772,0.2429628,0.3832301,0.214158,0.2442152,0.06637645,0.2918059,0.1628101
sgbeet013.png,s,0.09708274,0.09888057,0.3595657,0.2642808,0.1923677,0.2031546,0.2804613,0.1833785,0.2067503,0.3272048,0.1312415,0.08270011,0.1492198,0.2265264,0.2966417,0.1600067,0.2463025,0.08989143,0.3505766,0.1959633
sgbeet014.png,s,0.1764866,0.3569391,0.2756363,0.2439084,0.1288947,0.2042485,0.2577894,0.1031158,0.2518404,0.1745036,0.2320104,0.3291772,0.09320077,0.1943335,0.2260614,0.3628881,0.1467416,0.1645886,0.1586396,0.1070817
sgbeet015.png,s,0.1809246,0.2339227,0.2924034,0.1516843,0.21382,0.1790971,0.3033686,0.1864072,0.1078238,0.2540255,0.1864072,0.2540255,0.1425467,0.3289539,0.2704732,0.2083374,0.1918897,0.1589944,0.3106786,0.1425467
sgbeet016.png,s,0.06287976,0.06287976,0.4353214,0.1620363,0.1257595,0.07980893,0.4522506,0.08706428,0.1910577,0.3845339,0.1402702,0.1064119,0.08222738,0.1692917,0.3651863,0.1741286,0.1402702,0.03143988,0.304725,0.1185042
sgbeet017.png,s,0.1475736,0.2722479,0.3104135,0.2722479,0.1577511,0.259526,0.2264492,0.218816,0.150118,0.2569816,0.1857392,0.2264492,0.2060942,0.2239048,0.3231353,0.2264492,0.1933723,0.08650867,0.2213604,0.1602955
sgbeet018.png,s,0.2295266,0.1775344,0.2941998,0.1597809,0.1800706,0.1914835,0.3943799,0.2498162,0.1027163,0.2992722,0.09003529,0.2498162,0.1090568,0.2827869,0.2612291,0.234599,0.1065206,0.08876719,0.308149,0.1293465
sgbeet019.png,s,0.1112976,0.1168625,0.3594912,0.184754,0.1914319,0.1179754,0.367282,0.1925448,0.1535907,0.3138592,0.1780761,0.2170303,0.1012808,0.3294409,0.2938256,0.138009,0.2214822,0.1035068,0.277131,0.1624945
sgbeet020.png,s,0.08279359,0.3703924,0.1655872,0.1089389,0.09586626,0.1263692,0.2527383,0.07407848,0.2919564,0.2353081,0.2353081,0.4619011,0.1307267,0.1350843,0.2353081,0.1307267,0.1525145,0.3573197,0.05229069,0.226593
sgbeet021.png,s,0.2468567,0.1996114,0.2692982,0.213785,0.1748076,0.1866189,0.3200869,0.231502,0.1417359,0.2964642,0.1393736,0.1712642,0.09803399,0.3200869,0.3153623,0.1759887,0.1807133,0.08504153,0.3094567,0.1570906
sgbeet022.png,s,0.1040595,0.2688205,0.3078428,0.2514772,0.1300744,0.2081191,0.3468651,0.1300744,0.27966,0.2883317,0.1474177,0.07804466,0.06286931,0.1539214,0.2948354,0.2428056,0.2926675,0.07804466,0.2731563,0.1799363
sgbeet023.png,s,0.1432799,0.1359944,0.3035591,0.2889882,0.1554222,0.2889882,0.313273,0.2331333,0.1165667,0.2282764,0.1068528,0.1311375,0.2719889,0.2404188,0.2185625,0.354557,0.133566,0.08985348,0.2525611,0.1894208
sgbeet024.png,s,0.1613362,0.3467896,0.2228768,0.2494889,0.1713157,0.2719429,0.1979279,0.1164282,0.1829585,0.1912748,0.195433,0.1912748,0.2835857,0.1812953,0.1788004,0.2894071,0.1663259,0.3517794,0.179632,0.1679892
sgbeet025.png,s,0.2477833,0.1015505,0.3290237,0.1665429,0.06905437,0.2031011,0.5402489,0.2355972,0.1177986,0.2274732,0.0934265,0.08530245,0.1665429,0.1259227,0.1665429,0.2884035,0.186853,0.09748852,0.3168377,0.1340467
sgbeet026.png,s,0.2033841,0.2703206,0.3102251,0.2059586,0.1596179,0.2046713,0.4582579,0.3179485,0.06436206,0.2909165,0.05792585,0.1261496,0.1403093,0.1879372,0.2381396,0.1969479,0.06436206,0.08238343,0.2909165,0.1197134
sgbeet027.png,s,0.141452,0.1125187,0.2636152,0.2089632,0.4114969,0.08037048,0.2539707,0.125378,0.1768151,0.2218225,0.1993188,0.1446669,0.1671706,0.3182671,0.3118375,0.1928892,0.1703854,0.08680012,0.3889931,0.07394084
sgbeet028.png,s,0.1142745,0.06856471,0.2885432,0.09141962,0.1314157,0.05142353,0.4428138,0.2628314,0.1342726,0.5028079,0.04285295,0.1542706,0.04285295,0.2599745,0.3028275,0.1199882,0.1457,0.07427844,0.3028275,0.1228451
sgbeet029.png,s,0.1221089,0.3472473,0.2213225,0.3815905,0.2861928,0.3167201,0.2289543,0.1640839,0.1793475,0.2213225,0.1640839,0.1068453,0.0839499,0.1297408,0.2518497,0.2861928,0.1831634,0.09158171,0.2632974,0.09158171
sgbeet030.png,s,0.1383539,0.2322368,0.1902366,0.2569429,0.1507069,0.3705907,0.2223544,0.1482363,0.1087066,0.1655305,0.1581187,0.1136478,0.3360023,0.1012948,0.2149426,0.4620031,0.08400057,0.09388299,0.2520017,0.2322368
sgbeet031.png,s,0.126593,0.2460203,0.1409243,0.07643351,0.4729323,0.4156072,0.1480899,0.1313701,0.09554189,0.2149692,0.2961798,0.09554189,0.2722944,0.1074846,0.1982494,0.126593,0.1767525,0.27946,0.2101921,0.1242044
sgbeet032.png,s,0.1536379,0.3477069,0.293125,0.1536379,0.1152284,0.1253362,0.3113189,0.1273578,0.1394871,0.1556595,0.3679224,0.3699439,0.1799181,0.1698103,0.2688664,0.2142845,0.1192715,0.2769526,0.1051207,0.08086206
sgbeet033.png,s,0.1957626,0.19815,0.1480156,0.2435096,0.3581024,0.1957626,0.1695018,0.2554463,0.1122054,0.2291855,0.1360789,0.1408536,0.1169801,0.403462,0.245897,0.1957626,0.1671144,0.06923312,0.3748138,0.1695018
sgbeet034.png,s,0.2527468,0.220888,0.191153,0.2166401,0.1614181,0.2931013,0.1486746,0.2421272,0.04885022,0.2038966,0.1614181,0.2506229,0.3100927,0.1784095,0.2909774,0.301597,0.1168157,0.3164645,0.2060205,0.135931
sgbeet035.png,s,0.08388998,0.1333636,0.3291069,0.1839127,0.302219,0.1559493,0.3366354,0.1656289,0.1581004,0.2989925,0.2484434,0.1000227,0.07851242,0.2699537,0.3248048,0.1086268,0.2430658,0.05270012,0.3484661,0.1043247
sgbeet036.png,s,0.1918666,0.2019648,0.2221613,0.2978981,0.1287526,0.4039297,0.2044894,0.1514736,0.1363263,0.2145876,0.2272104,0.2650788,0.1817684,0.3130455,0.1969157,0.2978981,0.09845786,0.1085561,0.1615719,0.2171122
sgbeet037.png,s,0.1516855,0.2829953,0.178853,0.2037566,0.1901728,0.3214827,0.2354521,0.1652693,0.1516855,0.2082845,0.1833809,0.1630053,0.2241323,0.2671476,0.2445079,0.2807313,0.2445079,0.1924368,0.2331881,0.2512998
sgbeet038.png,s,0.1496248,0.4025986,0.1989855,0.2529738,0.1172318,0.2020705,0.1773902,0.09872149,0.1264869,0.1789327,0.2390911,0.3455252,0.2406336,0.1804752,0.1820177,0.3609504,0.1295719,0.2884519,0.1372846,0.1372846
sgbeet039.png,s,0.1489332,0.5193065,0.1920454,0.2136015,0.133256,0.1920454,0.1881261,0.1430542,0.1038613,0.1450139,0.2390769,0.33314,0.1920454,0.2802295,0.1861665,0.2136015,0.1352156,0.2606331,0.1156192,0.1410946
sgbeet040.png,s,0.1608024,0.3216048,0.1943029,0.2077031,0.151869,0.2680041,0.2345036,0.1496356,0.109435,0.2702374,0.1317687,0.2456704,0.2680041,0.2166366,0.2099365,0.3886059,0.1652692,0.2590706,0.09826815,0.1920696
sgbeet041.png,s,0.09088182,0.06491558,0.3349644,0.2596623,0.1090582,0.2986117,0.3453509,0.2129231,0.1609906,0.2103265,0.09607507,0.1428143,0.2648556,0.2233096,0.2518725,0.3271745,0.1765704,0.1142514,0.2622589,0.1973434
sgbeet042.png,s,0.2146219,0.2360841,0.1974522,0.2360841,0.1287732,0.1330656,0.1116034,0.137358,0.2790085,0.1158959,0.3433951,0.4249515,0.1201883,0.1802824,0.244669,0.1287732,0.2360841,0.3391027,0.107311,0.2060371
sgbeet043.png,s,0.2820733,0.2516962,0.2451868,0.147546,0.2994317,0.2972619,0.3298088,0.2777337,0.1258481,0.1996211,0.232168,0.1822628,0.243017,0.1171689,0.2473566,0.1822628,0.1301877,0.1605648,0.1996211,0.1366971
sgbeet044.png,s,0.1387047,0.1495129,0.3764843,0.2197659,0.2197659,0.2287727,0.3296489,0.2215673,0.06845169,0.2936217,0.2071564,0.180136,0.1387047,0.2629986,0.3242449,0.1405061,0.180136,0.05223945,0.2792108,0.1314993
sgbeet045.png,s,0.2162539,0.3057382,0.1901543,0.2554033,0.1379551,0.303874,0.1789687,0.2815029,0.1510049,0.1845615,0.06897753,0.1193125,0.2926884,0.2255752,0.2218467,0.2833672,0.2087969,0.2293037,0.1994756,0.2404892
sgbeet046.png,s,0.118184,0.2636412,0.4545538,0.1727304,0.05757682,0.1636394,0.4060681,0.1484876,0.1787912,0.3454609,0.203034,0.1515179,0.0878804,0.1969733,0.2545501,0.2060644,0.1484876,0.03636431,0.2575805,0.06363753
sgbeet047.png,s,0.178762,0.2119607,0.2847424,0.2068532,0.1659933,0.2579281,0.3115567,0.2042995,0.09704226,0.2770812,0.1315178,0.2515437,0.2081301,0.3460323,0.2221757,0.2157913,0.1928076,0.0906579,0.2323907,0.2030226
sgbeet048.png,s,0.1627839,0.2136539,0.2441759,0.2814805,0.2102626,0.4680037,0.1186966,0.1390446,0.08817462,0.2204365,0.07460929,0.1356533,0.1186966,0.1966972,0.1966972,0.4476557,0.1865232,0.09495728,0.2068712,0.1831319
sgbeet049.png,s,0.1467669,0.3973444,0.1628754,0.2648963,0.2255198,0.3436492,0.189723,0.1968824,0.144977,0.1682449,0.1807738,0.1700348,0.1628754,0.2416284,0.1736145,0.2505776,0.1718246,0.268476,0.2362588,0.1843535
sgbeet050.png,s,0.09462737,0.159146,0.2924846,0.2150622,0.05591618,0.3742083,0.2709784,0.1892547,0.1290373,0.3096896,0.1032299,0.09462737,0.1978572,0.1075311,0.2236647,0.4258232,0.1849535,0.1032299,0.2537734,0.2408697
sgbeet051.png,s,0.1679057,0.2244454,0.2638519,0.2364387,0.2004589,0.3478047,0.1576258,0.1507725,0.1404925,0.2929783,0.179899,0.1627657,0.1781857,0.1867523,0.3478047,0.2672785,0.2415786,0.121646,0.2552852,0.1593391
sgbeet052.png,s,0.1536332,0.1414401,0.3523809,0.2243532,0.219476,0.2011863,0.3438457,0.2670291,0.1158345,0.3267753,0.1414401,0.1304663,0.1024221,0.2377656,0.2889767,0.1304663,0.1633877,0.05364968,0.3694512,0.1133959
sgbeet053.png,s,0.1317979,0.2007383,0.2554851,0.172351,0.2392638,0.3325361,0.2514297,0.2879276,0.09327233,0.2007383,0.1662681,0.261568,0.2007383,0.3832276,0.2656234,0.1257149,0.1196319,0.1176042,0.2372361,0.1743787
