Name,Class,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
potato029.png,p,0.2665899,0.2406714,0.3739663,0.1962398,0.459127,0.2814004,0.1666187,0.3073189,0.5220718,0.08886328
potato030.png,p,0.3092237,0.1640779,0.3344664,0.3723305,0.422816,0.2398061,0.3660198,0.2650489,0.1956313,0.3849519
potato031.png,p,0.4422138,0.08347913,0.3790404,0.2842803,0.5753291,0.3587346,0.1037849,0.2030573,0.234644,0.07896674
potato032.png,p,0.2242897,0.260176,0.4037214,0.09868746,0.5562384,0.04485793,0.2422329,0.1704601,0.5562384,0.02691476
potato033.png,p,0.2723016,0.2309868,0.3023486,0.2760575,0.4807531,0.3661987,0.1765265,0.388734,0.3755884,0.1277
potato034.png,p,0.2656783,0.2009618,0.2179925,0.4427972,0.3576439,0.4972953,0.309958,0.2418354,0.1669005,0.2963335
potato035.png,p,0.2805213,0.3520055,0.2047047,0.3801659,0.2816044,0.4624811,0.3032663,0.1938738,0.1787105,0.3953292
potato036.png,p,0.4603263,0.1905324,0.3018033,0.2652211,0.4496565,0.2484542,0.2133963,0.370395,0.370395,0.08078574
potato037.png,p,0.4069769,0.1891004,0.1891004,0.5097488,0.3042049,0.3617572,0.3206485,0.1767677,0.2302091,0.3042049
potato038.png,p,0.3318463,0.1866636,0.2017475,0.4562887,0.4487467,0.4185789,0.2206024,0.3092204,0.203633,0.2092894
potato039.png,p,0.4030692,0.1733198,0.3076762,0.2069089,0.5575791,0.1760069,0.1504792,0.3681366,0.4017257,0.09270593
potato040.png,p,0.467855,0.19865,0.27674,0.29455,0.488405,0.293865,0.230845,0.30414,0.304825,0.121245
potato041.png,p,0.4073066,0.239816,0.4758255,0.2854953,0.6280897,0.06090566,0.1332311,0.1598774,0.163684,0.01903302
potato042.png,p,0.2171406,0.1085703,0.2316166,0.3112349,0.5066614,0.2171406,0.4777093,0.3039968,0.1375224,0.383615
potato043.png,p,0.1814748,0.3731259,0.254404,0.2917166,0.3290291,0.2798444,0.2815404,0.1170258,0.1051537,0.6224418
potato044.png,p,0.1122887,0.334425,0.2831628,0.4247442,0.2709575,0.4564779,0.292927,0.1757562,0.1952847,0.4223031
potato045.png,p,0.305198,0.2279327,0.3438307,0.3695858,0.4404123,0.2884572,0.1583939,0.3361042,0.3992042,0.1596817
potato046.png,p,0.3660689,0.1392497,0.2253836,0.3847312,0.3531488,0.5225454,0.279935,0.2612727,0.2426104,0.211028
potato047.png,p,0.3049514,0.2178224,0.3298454,0.3485159,0.4854328,0.2769457,0.2738339,0.2582752,0.4107508,0.08090547
potato048.png,p,0.23538,0.2188299,0.2298633,0.334681,0.4082372,0.5627054,0.1360791,0.3401977,0.2592858,0.216991
potato049.png,p,0.2942476,0.3865606,0.2913629,0.3634824,0.3317498,0.2653998,0.3115563,0.2942476,0.3375193,0.262515
potato050.png,p,0.309677,0.3676166,0.250239,0.3271588,0.3241619,0.3506343,0.3266593,0.2407489,0.2247656,0.3950879
potato051.png,p,0.07709663,0.4779991,0.09251595,0.3546445,0.1387739,0.1850319,0.5242571,0.2467092,0.2621285,0.4163218
potato052.png,p,0.2316529,0.0978815,0.3817379,0.2283902,0.6068653,0.3425853,0.3882633,0.2218647,0.127246,0.1925003
potato053.png,p,0.4640366,0.2327235,0.3265181,0.2545854,0.5134022,0.2665742,0.2778578,0.2623429,0.2447123,0.136108
potato054.png,p,0.4068741,0.264791,0.4047213,0.3652538,0.4915498,0.2203004,0.1291664,0.2073838,0.3171752,0.1291664
potato055.png,p,0.2857134,0.2557697,0.3842783,0.3031806,0.4753573,0.3306291,0.1646907,0.3044283,0.3543346,0.1809103
sgbeet001.png,s,0.2748875,0.271937,0.2089932,0.3707786,0.3530756,0.5448576,0.1465411,0.3112769,0.2355476,0.271937
sgbeet002.png,s,0.3564423,0.3920865,0.379611,0.3332735,0.4508995,0.2602029,0.194261,0.1336659,0.3350557,0.1586168
sgbeet003.png,s,0.2365644,0.4980303,0.2988182,0.4025745,0.3901238,0.3154192,0.1680852,0.09753095,0.2614659,0.294668
sgbeet004.png,s,0.1196142,0.3345143,0.4439917,0.3730341,0.3811435,0.2473378,0.1398878,0.3811435,0.3426237,0.2209821
sgbeet005.png,s,0.3069185,0.3112413,0.35555,0.4355217,0.3782446,0.4074235,0.1480558,0.1956065,0.2647713,0.2312696
sgbeet006.png,s,0.3002344,0.3366265,0.3790839,0.2456464,0.5185868,0.1395029,0.1213068,0.2729404,0.433672,0.1637642
sgbeet007.png,s,0.484357,0.1709495,0.4220316,0.2145773,0.5564763,0.1923182,0.1522519,0.2751219,0.2510821,0.0587639
sgbeet008.png,s,0.347287,0.2787855,0.3918927,0.4317192,0.3154258,0.3664038,0.2166561,0.240552,0.2867508,0.2023186
sgbeet009.png,s,0.4636188,0.148358,0.4318278,0.1404103,0.6782082,0.2066415,0.07947752,0.1324625,0.1457088,0.09537302
sgbeet010.png,s,0.3750169,0.2737261,0.3786344,0.3581351,0.4521908,0.3231657,0.1820821,0.2037873,0.3364299,0.1266134
sgbeet011.png,s,0.3121049,0.329444,0.2311888,0.2976556,0.3467832,0.2745367,0.2427482,0.2600874,0.2774265,0.5028356
sgbeet012.png,s,0.5206712,0.2575856,0.3290862,0.2429188,0.4409205,0.2355854,0.1980017,0.2475021,0.3602531,0.1228344
sgbeet013.png,s,0.4800497,0.259699,0.3200331,0.3042938,0.3882369,0.2032997,0.2885545,0.3029822,0.354135,0.1206682
sgbeet014.png,s,0.2801204,0.1795644,0.2556996,0.3232158,0.5099627,0.4122798,0.2470805,0.2743743,0.2542631,0.2973586
sgbeet015.png,s,0.3576877,0.2354563,0.3448213,0.2663358,0.4824924,0.3023619,0.1582575,0.3268082,0.3718408,0.1801305
sgbeet016.png,s,0.5472038,0.1522024,0.2572945,0.163074,0.5526396,0.1811933,0.1848172,0.3152764,0.3279599,0.07247733
sgbeet017.png,s,0.3440289,0.3112643,0.3403884,0.3640518,0.4040975,0.3058035,0.2020487,0.3076238,0.3331074,0.1820259
sgbeet018.png,s,0.360276,0.1880465,0.404212,0.281191,0.5948946,0.2662527,0.1159913,0.1880465,0.3005229,0.1687146
sgbeet019.png,s,0.4413875,0.1831289,0.3975618,0.2113025,0.5243434,0.1948679,0.1909549,0.2825193,0.3513883,0.1275641
sgbeet020.png,s,0.1938694,0.1971006,0.2391056,0.2294122,0.6203821,0.3651207,0.2649549,0.2294122,0.2100252,0.3586584
sgbeet021.png,s,0.4127101,0.2212126,0.4234406,0.2773412,0.4993793,0.2798175,0.1939738,0.2137839,0.3136597,0.1229876
sgbeet022.png,s,0.4799087,0.1494797,0.2407411,0.3571779,0.3980882,0.377633,0.3131207,0.2674901,0.2690635,0.136892
sgbeet023.png,s,0.4135987,0.3434972,0.3487548,0.3995784,0.4100936,0.3031889,0.1542232,0.192779,0.2593755,0.2032943
sgbeet024.png,s,0.2499764,0.3540335,0.2607409,0.363004,0.3600138,0.4006799,0.2248591,0.242202,0.242202,0.3929055
sgbeet025.png,s,0.490247,0.2747881,0.2872785,0.3309948,0.4808792,0.2092137,0.1842329,0.2341944,0.2654203,0.2404396
sgbeet026.png,s,0.4722038,0.2394007,0.3666413,0.3110324,0.4646636,0.3619287,0.1178153,0.1602288,0.2865269,0.1413784
sgbeet027.png,s,0.3372658,0.2349231,0.327962,0.1977076,0.4163489,0.1790998,0.1907297,0.404719,0.5117137,0.1302544
sgbeet028.png,s,0.4610435,0.156501,0.4441245,0.122663,0.592166,0.1797647,0.2030284,0.1480415,0.3108872,0.08882491
sgbeet029.png,s,0.2834508,0.125681,0.248688,0.4679613,0.371695,0.5187685,0.1978808,0.2246214,0.3369321,0.1123107
sgbeet030.png,s,0.2135584,0.4526708,0.2537147,0.4453697,0.2956963,0.4581467,0.166101,0.2080825,0.2610158,0.2245101
sgbeet031.png,s,0.1692039,0.3547824,0.2019531,0.3784346,0.2911035,0.2401604,0.2256052,0.3420466,0.51307,0.2965617
sgbeet032.png,s,0.3298258,0.2362266,0.3030832,0.1871985,0.5006816,0.3966824,0.139656,0.3595399,0.2228553,0.3194259
sgbeet033.png,s,0.2738498,0.2122336,0.5049105,0.3217735,0.3662741,0.2961001,0.1591752,0.2995232,0.4159093,0.1078283
sgbeet034.png,s,0.1667757,0.4327154,0.3365565,0.378626,0.4041682,0.288477,0.1292136,0.2268751,0.2584273,0.3831335
sgbeet035.png,s,0.4347529,0.1449176,0.3464074,0.2386879,0.4378527,0.1952901,0.1952901,0.3657814,0.4502521,0.09222031
sgbeet036.png,s,0.2032113,0.2809617,0.4223261,0.4877071,0.4258602,0.3057005,0.1272279,0.3039334,0.2226489,0.1749384
sgbeet037.png,s,0.2474222,0.3293607,0.3341807,0.3807732,0.3807732,0.390413,0.2361757,0.2586687,0.3197209,0.2265359
sgbeet038.png,s,0.2244631,0.3080866,0.245369,0.3410959,0.4401237,0.5105435,0.1221343,0.2640742,0.1694476,0.3322934
sgbeet039.png,s,0.2593555,0.2521109,0.3274544,0.3100674,0.4158381,0.499875,0.1434424,0.283987,0.2071946,0.3144141
sgbeet040.png,s,0.2132274,0.3684445,0.2963234,0.3198412,0.4546762,0.4813296,0.1771669,0.1505135,0.2242024,0.2931877
sgbeet041.png,s,0.4207509,0.3343467,0.3324684,0.4376561,0.4245076,0.1728084,0.2329157,0.1540249,0.2742395,0.2141322
sgbeet042.png,s,0.1692263,0.2266994,0.3129091,0.2586289,0.4533989,0.3224879,0.319295,0.3512245,0.2618219,0.3895399
sgbeet043.png,s,0.3130991,0.3929394,0.2770927,0.3459745,0.4038979,0.2974442,0.170639,0.2849202,0.3522365,0.2551758
sgbeet044.png,s,0.419292,0.2212216,0.3601281,0.3125398,0.4694527,0.2250801,0.1620577,0.3099674,0.3807068,0.09774905
sgbeet045.png,s,0.2338468,0.4177713,0.3612802,0.4072613,0.3087304,0.3967514,0.2154544,0.1287471,0.2364743,0.3205541
sgbeet046.png,s,0.5041021,0.1878926,0.2749648,0.2474683,0.442235,0.380368,0.2291373,0.3139181,0.2612166,0.1191514
sgbeet047.png,s,0.3275395,0.3161239,0.4285235,0.3003177,0.5338981,0.2625585,0.1615744,0.2081149,0.2792428,0.1325964
sgbeet048.png,s,0.2838073,0.2635353,0.2914093,0.5194687,0.3218172,0.4307789,0.2077875,0.1469716,0.3243512,0.1900495
sgbeet049.png,s,0.212146,0.2578781,0.3366389,0.4344547,0.3455312,0.4725648,0.193091,0.2477154,0.2705814,0.2680407
sgbeet050.png,s,0.4136302,0.3378506,0.2589135,0.4325751,0.3725829,0.4420475,0.2020789,0.2083938,0.1641891,0.1231418
sgbeet051.png,s,0.3028705,0.2905085,0.3127602,0.4141291,0.3584998,0.3362481,0.2076827,0.3263585,0.3622085,0.1792499
sgbeet052.png,s,0.4263858,0.1896019,0.3896887,0.3058095,0.4892952,0.2184353,0.1598947,0.2490163,0.3888149,0.104849
sgbeet053.png,s,0.301134,0.2996932,0.4365723,0.4019923,0.4250456,0.2276515,0.1498466,0.2391782,0.3630898,0.1527282
sgbeet054.png,s,0.325306,0.4021499,0.2958491,0.2574272,0.4661865,0.2049171,0.2727959,0.1857062,0.2446198,0.3880618
sgbeet055.png,s,0.2315148,0.2664005,0.2812006,0.3900865,0.3731722,0.5021439,0.1374289,0.3139721,0.276972,0.2420862
sgbeet056.png,s,0.4470761,0.2040501,0.4745884,0.1650742,0.5479547,0.1902939,0.1329765,0.1696596,0.3255631,0.1306838
sgbeet057.png,s,0.2540388,0.1535824,0.31779,0.2579025,0.5254643,0.4452924,0.1313661,0.3921664,0.2395499,0.2038106
sgbeet058.png,s,0.4355343,0.2163889,0.2205237,0.3300964,0.4438039,0.3101115,0.171595,0.3872947,0.3321638,0.15161
sgbeet059.png,s,0.2503459,0.3361386,0.4303699,0.2784747,0.5682009,0.2320622,0.1898691,0.2179978,0.2222172,0.2278429
sgbeet060.png,s,0.4197966,0.2251329,0.4181039,0.3690148,0.4401094,0.2843784,0.2065129,0.2471384,0.2691438,0.1066419
sgbeet061.png,s,0.2540706,0.1833843,0.3227564,0.310753,0.4928036,0.5308142,0.126035,0.243401,0.2420672,0.2067241
sgbeet062.png,s,0.2310344,0.2883382,0.4857179,0.3974882,0.4838987,0.2965244,0.140076,0.1591772,0.249226,0.2010181
sgbeet063.png,s,0.35789,0.3101713,0.3892838,0.3465882,0.4734194,0.2787775,0.1494348,0.2411048,0.3214731,0.1356215
sgbeet064.png,s,0.3519329,0.2851253,0.2350196,0.4139685,0.3614768,0.3674418,0.3101782,0.2636514,0.2051948,0.3077922
sgbeet065.png,s,0.2322381,0.29262,0.3344229,0.5155686,0.2693962,0.5341476,0.09986237,0.1857905,0.2554619,0.1230862
sgbeet066.png,s,0.2214045,0.2380098,0.1826587,0.4575693,0.297051,0.5848768,0.2324747,0.2121793,0.1383778,0.3210365
sgbeet067.png,s,0.3315552,0.3978663,0.346291,0.2284047,0.3278713,0.3020837,0.2320887,0.3094516,0.4089181,0.209985
sgbeet068.png,s,0.4091737,0.230755,0.487678,0.2259971,0.4948148,0.1546296,0.1617664,0.199829,0.3782478,0.1118091
sgbeet069.png,s,0.3224562,0.1560825,0.2967283,0.1852408,0.5454313,0.3807728,0.1389306,0.4065007,0.293298,0.1903864
sgbeet070.png,s,0.3783322,0.3553698,0.3652108,0.2908565,0.4592471,0.2842959,0.1694841,0.2175957,0.3236599,0.2001005
sgbeet071.png,s,0.3968099,0.1804641,0.3672603,0.2332314,0.546669,0.2395635,0.1583018,0.314493,0.3672603,0.07492954
sgbeet072.png,s,0.4286782,0.1826207,0.4094549,0.1518636,0.6112989,0.1403296,0.1826207,0.1845431,0.332562,0.1441743
sgbeet073.png,s,0.2282157,0.2386286,0.3349478,0.4651089,0.3739961,0.458167,0.2221415,0.2499093,0.2351577,0.2134642
sgbeet074.png,s,0.4093794,0.1932808,0.2966323,0.2966323,0.442935,0.2805255,0.1785163,0.4107216,0.3691126,0.08590256
sgbeet075.png,s,0.3231526,0.4726382,0.3209543,0.318756,0.4308702,0.3055661,0.2154351,0.1582788,0.1582788,0.3033678
sgbeet076.png,s,0.2277025,0.1522142,0.2772031,0.1868646,0.3526914,0.313091,0.1608768,0.5667813,0.4752053,0.1336515
sgbeet077.png,s,0.4145308,0.1583979,0.3808291,0.1676659,0.5409121,0.2409671,0.1870444,0.3058428,0.3774589,0.09099456
sgbeet078.png,s,0.4264793,0.2489464,0.3737533,0.3243645,0.4458343,0.2516161,0.1635171,0.2776453,0.3637421,0.1141283
sgbeet079.png,s,0.2226641,0.3164175,0.4933769,0.351575,0.4113427,0.2824319,0.1875067,0.2425867,0.2636812,0.2660251
sgbeet080.png,s,0.4109565,0.3532188,0.4092583,0.2615178,0.4805813,0.2037801,0.1715149,0.2547251,0.2598196,0.1901947
