Name,Class,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80
potato011.png,p,0.03486958,0.04649277,0.2208407,0.05811596,0.06973916,0.1046087,0.04649277,0.1627247,0.2092175,0.02324639,0,0.03486958,0.1627247,0.01162319,0.2092175,0.03486958,0.2092175,0.1743479,0.01162319,0.09298554,0.04649277,0.09298554,0.08136235,0.1162319,0,0.2092175,0.01162319,0.06973916,0.1278551,0.08136235,0.244087,0.02324639,0.1511015,0,0.05811596,0.09298554,0.02324639,0.09298554,0.1278551,0.244087,0.05811596,0.08136235,0.1046087,0.04649277,0.1162319,0.05811596,0.1278551,0.08136235,0.04649277,0.04649277,0.01162319,0.05811596,0,0.03486958,0,0.09298554,0.01162319,0.05811596,0.09298554,0.1627247,0,0.02324639,0.02324639,0.04649277,0.09298554,0.4300581,0.09298554,0.03486958,0.1162319,0.01162319,0.09298554,0.04649277,0.1859711,0.06973916,0.06973916,0.1278551,0.02324639,0.04649277,0.05811596,0
potato012.png,p,0.09895099,0.01884781,0.09423904,0.05183147,0.03769562,0.1319347,0.05654342,0.1507825,0.1036629,0.04711952,0.07539123,0.07539123,0.08010318,0.01413586,0.02827171,0.04240757,0.2073259,0.06596733,0.1413586,0.2544454,0.09895099,0.07539123,0.09423904,0.05183147,0.08481514,0.1366466,0.04711952,0.06125538,0.05183147,0.1319347,0.07067928,0.02827171,0.1083749,0.01884781,0.08952709,0.2120378,0.1743422,0.1507825,0.1083749,0.07067928,0.07539123,0.1036629,0.1036629,0.1507825,0.1837661,0.08952709,0.06596733,0.2827171,0.1225108,0.1649183,0.01884781,0.1743422,0.06596733,0.06125538,0.05183147,0.07067928,0.04711952,0.08481514,0.004711952,0.08010318,0.1460705,0.09423904,0.05183147,0.2591574,0.02355976,0.05654342,0.07539123,0.2261737,0.1507825,0.06596733,0.01884781,0.06125538,0.06125538,0.1083749,0.1272227,0.02355976,0.19319,0.05654342,0.04711952,0.02827171
potato013.png,p,0.1006841,0.0981025,0.0981025,0.07228605,0.1316639,0.1342455,0.06970441,0.08003099,0.1419905,0.04388796,0.1729702,0.05937783,0.0981025,0.08003099,0.08261263,0.0981025,0.1703885,0.09293921,0.1910417,0.1626436,0.1316639,0.1239189,0.06712276,0.0981025,0.1084291,0.06970441,0.08777592,0.1755518,0.1316639,0.08519427,0.1032658,0.0748677,0.1006841,0.1419905,0.1290822,0.08261263,0.06712276,0.1006841,0.1006841,0.0981025,0.08777592,0.09293921,0.2297664,0.06195947,0.08519427,0.08519427,0.1058474,0.0748677,0.2220214,0.0748677,0.1135924,0.07228605,0.1187557,0.06970441,0.09293921,0.08261263,0.1084291,0.1290822,0.04388796,0.1290822,0.1574803,0.08003099,0.1135924,0.1110107,0.06712276,0.09035756,0.06454112,0.0748677,0.1548987,0.09035756,0.08777592,0.1987866,0.07228605,0.07744934,0.1213373,0.1110107,0.1213373,0.1032658,0.08519427,0.1058474
potato014.png,p,0.07666831,0.03833416,0,0.01916708,0.05750124,0.1150025,0.1341695,0.07666831,0.0958354,0.0958354,0,0.01916708,0.07666831,0.05750124,0.05750124,0,0.1150025,0.05750124,0.01916708,0.1533366,0.03833416,0.05750124,0.05750124,0.01916708,0,0.2108379,0,0,0.1341695,0.1150025,0.1533366,0.1725037,0.0958354,0.05750124,0.07666831,0.03833416,0.1533366,0.1916708,0.03833416,0.1725037,0.07666831,0.05750124,0.01916708,0.03833416,0.3258404,0.2108379,0.01916708,0.230005,0.07666831,0.0958354,0.03833416,0.1916708,0.230005,0.01916708,0.01916708,0.1341695,0.01916708,0.03833416,0.0958354,0.0958354,0.1725037,0.05750124,0.05750124,0.2108379,0.05750124,0.07666831,0.1916708,0.03833416,0.07666831,0.01916708,0,0.03833416,0.1341695,0.1341695,0.03833416,0.03833416,0.2875062,0.03833416,0.0958354,0.05750124
potato015.png,p,0.1356257,0.0960682,0.06216178,0.02260428,0.15823,0.2090896,0.05651071,0.2769025,0.1186725,0.01695321,0.03955749,0.005651071,0.1130214,0.01130214,0.02825535,0.15823,0.2090896,0.08476606,0.0960682,0.1921364,0.09041713,0.09041713,0.02825535,0.1525789,0.1073703,0.2034386,0.06781285,0.2825536,0.08476606,0.1695321,0.02825535,0.02260428,0.1186725,0.01695321,0.0960682,0.1695321,0.05085964,0.03955749,0.05085964,0.06216178,0.1243236,0.03390643,0.1130214,0.03390643,0.2769025,0.1017193,0.05651071,0.1017193,0.06216178,0.0960682,0.02825535,0.09041713,0.163881,0.01695321,0.01130214,0.07911499,0.01695321,0.1017193,0.03955749,0.08476606,0.1017193,0.03955749,0.05651071,0.05651071,0.04520857,0.04520857,0.05085964,0.08476606,0.1186725,0.03955749,0.03390643,0.05085964,0.1695321,0.15823,0.0960682,0.1864853,0.1695321,0.02260428,0.06216178,0.03390643
potato016.png,p,0.132412,0.06399911,0.114757,0.07944717,0.03089612,0.1191708,0.0971021,0.07503344,0.1699287,0.0132412,0.02427552,0.02206866,0.1853767,0.05296478,0.14786,0.07944717,0.05296478,0.1456532,0.06841284,0.1081364,0.14786,0.09489524,0.03972359,0.05958538,0.06399911,0.1279982,0.0132412,0.006620598,0.2206866,0.08827464,0.1081364,0.01544806,0.132412,0.006620598,0.1169639,0.08827464,0.04634418,0.1059296,0.06179225,0.1765493,0.1346188,0.08165404,0.1081364,0.05296478,0.2758583,0.2317209,0.07061971,0.04855105,0.0838609,0.1279982,0.02868926,0.1787561,0.1279982,0.132412,0.006620598,0.1655149,0.008827464,0.08827464,0.03530985,0.08827464,0.04413732,0.1169639,0.04855105,0.03089612,0.1964111,0.07944717,0.114757,0.05517165,0.08606777,0.05517165,0.1015158,0.1390326,0.1986179,0.14786,0.1191708,0.1765493,0.02206866,0.1544806,0.132412,0.02648239
potato017.png,p,0.02431083,0.02431083,0.02431083,0.2674191,0.1215541,0.04862165,0.145865,0,0.07293248,0,0.02431083,0.02431083,0.02431083,0.07293248,0.07293248,0.2187975,0,0.1701758,0.145865,0.02431083,0,0.2187975,0.02431083,0.2917299,0,0,0.02431083,0.07293248,0.02431083,0.04862165,0.1701758,0.09724331,0.2431083,0.1944866,0.145865,0,0,0.1215541,0.07293248,0.145865,0,0,0.09724331,0.07293248,0.04862165,0.145865,0.04862165,0.02431083,0.09724331,0,0,0.02431083,0.09724331,0.02431083,0,0.02431083,0,0.2674191,0.3403516,0.2674191,0.04862165,0.09724331,0.02431083,0.09724331,0.04862165,0.145865,0,0.02431083,0.1701758,0.02431083,0.09724331,0.07293248,0.04862165,0,0.07293248,0.02431083,0,0,0.09724331,0.04862165
potato018.png,p,0.06159113,0.03592816,0.08725411,0.02566297,0.03592816,0.1283149,0.06672373,0.1796408,0.08212151,0.1231823,0.08212151,0.05132594,0.07698892,0.04619335,0.03079557,0.05132594,0.1950386,0.1437126,0.07185632,0.1745082,0.08212151,0.1231823,0.06159113,0.0923867,0.02566297,0.05132594,0.01539778,0.1539778,0.08212151,0.08212151,0.1180497,0.1437126,0.2463645,0.02566297,0.1693756,0.08212151,0.1334475,0.1796408,0.05645854,0.1026519,0.1231823,0.05645854,0.1847734,0.02566297,0.1796408,0.1488452,0.09751929,0.1385801,0.03592816,0.05132594,0.01539778,0.164243,0.1437126,0.005132595,0.05645854,0.1437126,0.01539778,0.1129171,0.1026519,0.1129171,0.1693756,0.05645854,0.06672373,0.1693756,0.03079557,0.09751929,0.05645854,0.1334475,0.1077845,0.08725411,0.06672373,0.1026519,0.1950386,0.1180497,0.1950386,0.09751929,0.189906,0.03592816,0.07185632,0.06159113
potato019.png,p,0.1229377,0.1564661,0.1955826,0.07264498,0.1061734,0.0447046,0.1397019,0,0.05029268,0.1061734,0.05588076,0.2905799,0.03352845,0.2123469,0.0223523,0.05029268,0.02794038,0.03352845,0.01117615,0.05029268,0.07823306,0.1061734,0.01676423,0.1117615,0.05588076,0.02794038,0.1061734,0.1341138,0.14529,0,0.150878,0.2402872,0.0447046,0.0447046,0.1061734,0.01676423,0.005588076,0.005588076,0.0447046,0.05029268,0.3296964,0.1397019,0.01117615,0.1173496,0.1397019,0.03911653,0.0447046,0.005588076,0.05029268,0.05588076,0.14529,0.07264498,0.07823306,0.2291111,0.1676423,0.07264498,0.01117615,0.05029268,0.03352845,0.1229377,0.1285257,0.07264498,0.150878,0.03352845,0.3073442,0.05588076,0.01676423,0.06705691,0.03911653,0.217935,0.08940921,0.08940921,0.03352845,0.05588076,0.05029268,0.07823306,0.0223523,0.08940921,0.0223523,0.02794038
potato020.png,p,0.1578093,0.09926718,0.1323562,0.08908593,0.06872343,0.1425375,0.114539,0.0636328,0.1908984,0.04836093,0.05090624,0.114539,0.1629,0.04072499,0.195989,0.08908593,0.1247203,0.1654453,0.03308906,0.1425375,0.1908984,0.09672187,0.1043578,0.07381405,0.03817968,0.1018125,0.03563437,0.005090624,0.1247203,0.09926718,0.1730812,0.0636328,0.195989,0.01781718,0.09417655,0.1043578,0.05345156,0.08654062,0.08144999,0.1170844,0.07381405,0.08908593,0.1781719,0.05854218,0.2418047,0.1654453,0.08908593,0.1069031,0.07381405,0.07890467,0.02290781,0.1578093,0.06872343,0.09417655,0.05599687,0.1807172,0.01527187,0.06872343,0.04327031,0.06108749,0.07381405,0.05345156,0.04836093,0.06108749,0.09926718,0.07635936,0.1730812,0.1043578,0.07890467,0.04836093,0.08908593,0.122175,0.155264,0.1069031,0.1094484,0.1501734,0.0636328,0.1501734,0.1705359,0.03817968
potato021.png,p,0.1471922,0.09812813,0.06746309,0.1778572,0.1410592,0.1103941,0.1410592,0.1287932,0.1349262,0.04293106,0.01839902,0.03066504,0.1379927,0.0735961,0.1287932,0.1287932,0.06133008,0.2698524,0.09199512,0.1287932,0.1287932,0.08892862,0.06746309,0.0705296,0.06746309,0.1103941,0.04599756,0.1134607,0.04906407,0.1226602,0.1165272,0.1011946,0.2207883,0.03986455,0.1226602,0.06133008,0.0705296,0.1287932,0.0766626,0.1594582,0.06133008,0.04293106,0.1287932,0.05519707,0.1993228,0.2085223,0.1042611,0.03986455,0.09812813,0.0797291,0.01839902,0.2085223,0.1809237,0.0705296,0.03066504,0.0797291,0.01226602,0.1103941,0.08279561,0.04906407,0.0735961,0.1103941,0.09506162,0.08892862,0.0705296,0.1042611,0.1379927,0.0766626,0.1165272,0.03986455,0.09506162,0.09506162,0.1778572,0.06439658,0.0766626,0.1042611,0.0705296,0.05826358,0.1931898,0.01533252
potato022.png,p,0.09824877,0.0623041,0.05511516,0.04552992,0.1917049,0.1581566,0.1126266,0.04792623,0.08626722,0.1629492,0.1581566,0.1198156,0.04313361,0.02396311,0.0407373,0.06949303,0.1413824,0.04792623,0.1054377,0.1964975,0.09345615,0.146175,0.03594467,0.1246082,0.1270045,0.07907828,0.1246082,0.04313361,0.1389861,0.04552992,0.09105984,0.07907828,0.08626722,0.1006451,0.1437787,0.1389861,0.02635943,0.0407373,0.0623041,0.08866353,0.1509676,0.1629492,0.2108754,0.1198156,0.2036865,0.0623041,0.06470041,0.02396311,0.1749307,0.09585246,0.1869123,0.0407373,0.04552992,0.1677418,0.1150229,0.1317971,0.1725344,0.1341935,0.04792623,0.1006451,0.1054377,0.07428566,0.08866353,0.1270045,0.03834099,0.05511516,0.05511516,0.07428566,0.1102303,0.1341935,0.08147459,0.1270045,0.07907828,0.1485713,0.1270045,0.08626722,0.09585246,0.01917049,0.05751147,0.1701381
potato023.png,p,0.1349623,0.06602471,0.07573424,0.1116594,0.1932194,0.1446718,0.1660327,0.03495426,0.1514685,0.05534425,0.07087947,0.05340234,0.1184561,0.06699567,0.05146044,0.1271947,0.09418231,0.09515326,0.04272188,0.1466137,0.2281736,0.1504975,0.04272188,0.1077756,0.07670518,0.05146044,0.1145723,0.07670518,0.1835099,0.04369283,0.09418231,0.09321136,0.1485556,0.08058899,0.1281656,0.03592521,0.0300995,0.03980902,0.05922805,0.1388461,0.09806612,0.1301075,0.08738565,0.05146044,0.2679827,0.1349623,0.1271947,0.03689617,0.1873937,0.06602471,0.05243139,0.09224041,0.1708875,0.04854758,0.06699567,0.1660327,0.01553523,0.1310785,0.04272188,0.1058337,0.07670518,0.1097175,0.1456428,0.04272188,0.04660568,0.1038918,0.1048628,0.07864708,0.1145723,0.1301075,0.04854758,0.1689456,0.1048628,0.08835661,0.100008,0.180597,0.08738565,0.09903707,0.1058337,0.08932756
potato024.png,p,0.1206765,0.1980333,0.1268651,0.06188541,0.08973384,0.1052052,0.07426248,0.1021109,0.08045103,0.1670906,0.1299593,0.1237708,0.03403697,0.1639963,0.04950832,0.09901664,0.04331978,0.02165989,0.07426248,0.148525,0.2599187,0.1268651,0.1052052,0.05569686,0.1794677,0.04331978,0.1547135,0.07735676,0.06497967,0.05569686,0.07116821,0.1175823,0.0835453,0.01856562,0.148525,0.05569686,0.04950832,0.02784843,0.0309427,0.0835453,0.07735676,0.1609021,0.09901664,0.04331978,0.2227875,0.03713124,0.03403697,0.06188541,0.1856562,0.08973384,0.2196932,0.05260259,0.08973384,0.04331978,0.1330536,0.06807394,0.1732791,0.07735676,0.02165989,0.1206765,0.08973384,0.08663957,0.1825619,0.009282811,0.2320703,0.06807394,0.03403697,0.114488,0.1052052,0.1856562,0.04950832,0.1732791,0.0309427,0.05879113,0.08045103,0.1113937,0.1113937,0.04331978,0.05879113,0.07426248
potato025.png,p,0.1239289,0.08720919,0.08720919,0.1178089,0.06884936,0.1606485,0.1162789,0.06119943,0.1575885,0.05048953,0.05507949,0.05048953,0.1805383,0.03059972,0.1499386,0.1285188,0.09179915,0.1300488,0.04742956,0.1453487,0.0642594,0.1361687,0.1285188,0.08414922,0.03365969,0.1132189,0.03824965,0.09638911,0.1346388,0.1193389,0.06884936,0.05660947,0.2019581,0.03059972,0.1392287,0.107099,0.05813946,0.06731938,0.09485912,0.1422887,0.108629,0.107099,0.1744184,0.05048953,0.2050181,0.1637085,0.1147489,0.111689,0.1315788,0.1315788,0.01988981,0.1453487,0.1315788,0.05201952,0.04436959,0.1422887,0.01529986,0.1147489,0.0321297,0.104039,0.06884936,0.07955926,0.06884936,0.111689,0.0214198,0.1453487,0.1575885,0.1132189,0.09332913,0.05813946,0.0642594,0.09485912,0.1438187,0.1927782,0.107099,0.08873918,0.08261923,0.1254588,0.1988982,0.07802927
potato026.png,p,0.07736785,0.2030906,0.06769687,0.07736785,0.1063808,0.03868392,0.1353937,0.009670981,0,0.1063808,0.01934196,0.2030906,0.07736785,0.1740777,0.01934196,0.07736785,0.02901294,0.01934196,0.09670981,0.02901294,0.03868392,0.1257228,0.01934196,0.04835491,0.1934196,0,0.09670981,0.05802589,0.05802589,0.009670981,0.1450647,0.1644067,0.01934196,0,0.2030906,0.009670981,0,0.02901294,0.04835491,0.01934196,0.02901294,0.2707875,0.03868392,0.06769687,0.1547357,0.01934196,0.02901294,0.02901294,0.03868392,0,0.4835491,0.01934196,0.09670981,0.1353937,0.3578263,0.009670981,0.06769687,0,0,0.05802589,0.2127616,0.07736785,0.03868392,0.009670981,0.1740777,0.01934196,0.03868392,0.04835491,0.03868392,0.02901294,0.1257228,0.05802589,0.01934196,0.06769687,0.04835491,0.01934196,0.1160518,0.02901294,0.009670981,0.01934196
potato027.png,p,0.07806218,0.1010216,0.1974514,0.04132704,0.07347029,0.05051082,0.04591893,0.01377568,0.1974514,0.03214325,0.03214325,0.2250028,0.07806218,0.07347029,0.05051082,0.09183786,0.009183787,0.08724597,0.009183787,0.07347029,0.3076569,0.05510272,0.08724597,0.128573,0.01377568,0.03673515,0.04591893,0,0.3030649,0.004591893,0.1377568,0.1331649,0.1239811,0.01836757,0.1515325,0.01377568,0.02295947,0.03214325,0.08724597,0.1377568,0.1699,0.2663298,0.01377568,0.0688784,0.1607163,0.1010216,0.1147973,0.004591893,0.04591893,0.04591893,0.0688784,0.1010216,0.05510272,0.2020433,0.01836757,0.2066352,0.01836757,0.05969461,0.07347029,0.08724597,0.04591893,0.1193892,0.07347029,0.02755136,0.1010216,0.05969461,0.09183786,0.1239811,0.01377568,0.1974514,0.1515325,0.2250028,0.07347029,0.02295947,0.03673515,0.1147973,0.02295947,0.03673515,0.1102054,0.009183787
potato028.png,p,0.1003259,0.01910969,0.06688391,0.1385452,0.1337678,0.05255165,0.181542,0.02866453,0.0429968,0.1719872,0.07166133,0.2723131,0.06210649,0.03821938,0.06210649,0.124213,0.09077102,0.07166133,0.06688391,0.1863195,0.1146581,0.1433227,0.009554844,0.1003259,0.07643875,0.09077102,0.03821938,0.08121618,0.1672098,0.03344196,0.248426,0.1098807,0.04777422,0.06210649,0.09554844,0.06688391,0.1481001,0.0859936,0.1051033,0.06210649,0.06210649,0.181542,0.1385452,0.1098807,0.1719872,0.02388711,0.05255165,0.1194356,0.09077102,0.04777422,0.07643875,0.07643875,0.1433227,0.1194356,0.05255165,0.0859936,0.08121618,0.09077102,0.1051033,0.06688391,0.1194356,0.1051033,0.08121618,0.2054292,0.1624324,0.1194356,0.02866453,0.1528775,0.1863195,0.1289904,0.1146581,0.1624324,0.0429968,0.07643875,0.07643875,0.05255165,0.1385452,0.05732907,0.05255165,0.08121618
